x,y
36.98386,126.69041
39.44559,126.02083
39.86731,126.0792
40.03126,124.4262
41.29218,129.60106
41.29195,129.597
42.21838,124.27538
42.22236,124.2747
42.32843,125.24462
42.60201,124.14503
42.60599,124.14434
42.60352,124.14391
42.61345,124.16328
42.61612,124.14871
42.9015,124.89557
42.84818,124.92158
42.79358,124.62079
42.72115,124.48014
41.95274,126.56268
41.77502,126.02105
40.93753,125.25832
39.4442,126.02295
37.59674,129.01082
37.59601,129.0152
37.4837,129.05653
37.48185,129.04689
37.48111,129.05128
37.42534,129.17833
37.42277,129.17303
37.56943,126.62907
37.49039,126.64029
37.22857,128.32401
37.48372,126.63877
37.20502,128.30017
37.08526,128.28461
37.08196,128.28381
37.02516,128.3206
37.02446,128.32489
37.0125,128.33531
36.98753,126.72867
36.98809,126.70178
36.98679,126.71051
36.98606,126.69231
36.98477,126.70102
36.98347,126.70975
36.98274,126.69155
36.98339,126.68719
36.9821,126.69591
36.95587,126.61777
36.95255,126.61701
36.86304,126.58073
36.02308,129.39479
36.00851,129.37383
36.00623,129.38707
36.0047,129.39592
36.00211,129.39059
35.998,129.39413
35.97424,129.36938
35.69028,126.72509
35.098,128.85982
35.09726,128.86418
34.92823,127.74879
34.92754,127.75299
34.92153,127.76897
34.92164,127.74722
34.92445,127.70872
34.91902,127.74224
34.91504,127.74564
34.91368,127.75403
33.79976,130.99335
